Source,Target,Type,id,weight,from,to
Balman-Byrch,Falyse-Stokeworth,Undirected,436,10,60,214
Balon-Greyjoy,Catelyn-Stark,Undirected,437,3,61,111
Balon-Greyjoy,Dagmer,Undirected,438,3,61,152
Balon-Greyjoy,Eddard-Stark,Undirected,439,7,61,190
Balon-Greyjoy,Euron-Greyjoy,Undirected,440,23,61,211
Balon-Greyjoy,Robb-Stark,Undirected,441,11,61,601
Balon-Greyjoy,Robert-Baratheon,Undirected,442,8,61,603
Balon-Greyjoy,Stannis-Baratheon,Undirected,443,8,61,668
Balon-Greyjoy,Theon-Greyjoy,Undirected,444,30,61,697
Balon-Greyjoy,Tywin-Lannister,Undirected,445,4,61,730
Balon-Greyjoy,Victarion-Greyjoy,Undirected,446,17,61,745
Balon-Swann,Boros-Blount,Undirected,447,3,62,88
Balon-Swann,Doran-Martell,Undirected,448,11,62,179
Balon-Swann,Gerold-Dayne,Undirected,449,3,62,241
Balon-Swann,Gregor-Clegane,Undirected,450,3,62,259
Balon-Swann,Jaime-Lannister,Undirected,451,8,62,337
Balon-Swann,Joffrey-Baratheon,Undirected,452,11,62,355
Balon-Swann,Loras-Tyrell,Undirected,453,10,62,412
Balon-Swann,Mandon-Moore,Undirected,454,3,62,441
Balon-Swann,Meryn-Trant,Undirected,455,3,62,473
Balon-Swann,Myrcella-Baratheon,Undirected,456,4,62,500
Balon-Swann,Osmund-Kettleblack,Undirected,457,7,62,520
Balon-Swann,Renly-Baratheon,Undirected,458,3,62,585
Balon-Swann,Sandor-Clegane,Undirected,459,3,62,633
Balon-Swann,Tyrion-Lannister,Undirected,460,15,62,727
Bannen,Dywen,Undirected,461,5,63,188
Bannen,Samwell-Tarly,Undirected,462,11,63,632
Barbrey-Dustin,Jeyne-Poole,Undirected,463,5,64,349
Barbrey-Dustin,Ramsay-Snow,Undirected,464,5,64,574
Barbrey-Dustin,Roger-Ryswell,Undirected,465,4,64,611
Barbrey-Dustin,Roose-Bolton,Undirected,466,3,64,618
Barbrey-Dustin,Stannis-Baratheon,Undirected,467,3,64,668
Barbrey-Dustin,Theon-Greyjoy,Undirected,468,17,64,697
Barristan-Selmy,Belwas,Undirected,469,14,65,71
Barristan-Selmy,Ben-Plumm,Undirected,470,4,65,73
Barristan-Selmy,Bloodbeard,Undirected,471,3,65,85
Barristan-Selmy,Boros-Blount,Undirected,472,3,65,88
Barristan-Selmy,Cersei-Lannister,Undirected,473,17,65,116
Barristan-Selmy,Daario-Naharis,Undirected,474,18,65,146
Barristan-Selmy,Daenerys-Targaryen,Undirected,475,83,65,149
Barristan-Selmy,Eddard-Stark,Undirected,476,28,65,190
Barristan-Selmy,Galazza-Galare,Undirected,477,5,65,224
Barristan-Selmy,Gerold-Hightower,Undirected,478,5,65,243
Barristan-Selmy,Gerris-Drinkwater,Undirected,479,4,65,245
Barristan-Selmy,Grazhar,Undirected,480,3,65,257
Barristan-Selmy,Grey-Worm,Undirected,481,6,65,262
Barristan-Selmy,Groleo,Undirected,482,8,65,267
Barristan-Selmy,Hizdahr-zo-Loraq,Undirected,483,42,65,304
Barristan-Selmy,Jaime-Lannister,Undirected,484,8,65,337
Barristan-Selmy,Jhogo,Undirected,485,3,65,352
Barristan-Selmy,Joffrey-Baratheon,Undirected,486,13,65,355
Barristan-Selmy,Jon-Arryn,Undirected,487,4,65,358
Barristan-Selmy,Jorah-Mormont,Undirected,488,5,65,367
Barristan-Selmy,Khrazz,Undirected,489,8,65,384
Barristan-Selmy,Larraq,Undirected,490,3,65,397
Barristan-Selmy,Meryn-Trant,Undirected,491,3,65,473
Barristan-Selmy,Missandei,Undirected,492,8,65,478
Barristan-Selmy,Petyr-Baelish,Undirected,493,7,65,539
Barristan-Selmy,Pycelle,Undirected,494,8,65,553
Barristan-Selmy,Quentyn-Martell,Undirected,495,22,65,565
Barristan-Selmy,Renly-Baratheon,Undirected,496,13,65,585
Barristan-Selmy,Reznak-mo-Reznak,Undirected,497,7,65,587
Barristan-Selmy,Rhaegar-Targaryen,Undirected,498,3,65,589
Barristan-Selmy,Robert-Baratheon,Undirected,499,51,65,603
Barristan-Selmy,Sandor-Clegane,Undirected,500,3,65,633
Barristan-Selmy,Sansa-Stark,Undirected,501,3,65,634
Barristan-Selmy,Skahaz-mo-Kandaq,Undirected,502,21,65,656
Barristan-Selmy,Steelskin,Undirected,503,3,65,669
Barristan-Selmy,Tyrion-Lannister,Undirected,504,3,65,727
Barristan-Selmy,Varys,Undirected,505,15,65,743
Barristan-Selmy,Widower,Undirected,506,3,65,767
Barristan-Selmy,Xaro-Xhoan-Daxos,Undirected,507,3,65,784
Barsena,Daenerys-Targaryen,Undirected,508,4,66,149
Bartimus,Davos-Seaworth,Undirected,509,4,67,161
Bedwyck,Craster,Undirected,510,4,68,141
Bedwyck,Dywen,Undirected,511,3,68,188
Bedwyck,Eddison-Tollett,Undirected,512,4,68,191
Bedwyck,Grenn,Undirected,513,4,68,260
Bedwyck,Samwell-Tarly,Undirected,514,3,68,632
Belaquo,Goghor-the-Giant,Undirected,515,7,69,251
Belaquo,Hizdahr-zo-Loraq,Undirected,516,3,69,304
Belaquo,Irri,Undirected,517,3,69,330
Belaquo,Spotted-Cat,Undirected,518,5,69,664
Belwas,Ben-Plumm,Undirected,519,4,71,73
Belwas,Daenerys-Targaryen,Undirected,520,46,71,149
Belwas,Hizdahr-zo-Loraq,Undirected,521,11,71,304
Belwas,Illyrio-Mopatis,Undirected,522,8,71,327
Belwas,Jhiqui,Undirected,523,3,71,351
Belwas,Jhogo,Undirected,524,3,71,352
Belwas,Jorah-Mormont,Undirected,525,22,71,367
Belwas,Oznak-zo-Pahl,Undirected,526,8,71,529
Belwas,Quentyn-Martell,Undirected,527,3,71,565
Belwas,Skahaz-mo-Kandaq,Undirected,528,3,71,656
Ben-Bones,Ramsay-Snow,Undirected,529,5,72,574
Ben-Bones,Theon-Greyjoy,Undirected,530,4,72,697
Ben-Plumm,Daario-Naharis,Undirected,531,13,73,146
Ben-Plumm,Daenerys-Targaryen,Undirected,532,24,73,149
Ben-Plumm,Hizdahr-zo-Loraq,Undirected,533,3,73,304
Ben-Plumm,Kasporio,Undirected,534,3,73,377
Ben-Plumm,Penny,Undirected,535,3,73,537
Ben-Plumm,Tybero-Istarion,Undirected,536,5,73,724
Ben-Plumm,Tyrion-Lannister,Undirected,537,4,73,727
Benedar-Belmore,Gilwood-Hunter,Undirected,538,3,74,248
Benedar-Belmore,Horton-Redfort,Undirected,539,5,74,311
Benedar-Belmore,Petyr-Baelish,Undirected,540,5,74,539
Benedar-Belmore,Symond-Templeton,Undirected,541,4,74,683
Benerro,Daenerys-Targaryen,Undirected,542,3,75,149
Benerro,Haldon,Undirected,543,4,75,281
Benerro,Moqorro,Undirected,544,4,75,483
Benerro,Tyrion-Lannister,Undirected,545,7,75,727
Benethon-Scales,Narbert-Grandison,Undirected,546,3,76,504
Benethon-Scales,Selyse-Florent,Undirected,547,4,76,641
Benfred-Tallhart,Helman-Tallhart,Undirected,548,3,77,298
Benfred-Tallhart,Leobald-Tallhart,Undirected,549,3,77,404
Benfred-Tallhart,Stygg,Undirected,550,3,77,675
Benfred-Tallhart,Theon-Greyjoy,Undirected,551,7,77,697
Benjen-Stark,Bran-Stark,Undirected,552,9,78,90
Benjen-Stark,Cersei-Lannister,Undirected,553,3,78,116
Benjen-Stark,Jaremy-Rykker,Undirected,554,3,78,342
Benjen-Stark,Jeor-Mormont,Undirected,555,17,78,346
Benjen-Stark,Jon-Snow,Undirected,556,48,78,361
Benjen-Stark,Luwin,Undirected,557,7,78,420
Benjen-Stark,Mance-Rayder,Undirected,558,3,78,440
Benjen-Stark,Robb-Stark,Undirected,559,7,78,601
Benjen-Stark,Robert-Baratheon,Undirected,560,6,78,603
Benjen-Stark,Theon-Greyjoy,Undirected,561,4,78,697
Benjen-Stark,Tyrion-Lannister,Undirected,562,8,78,727
Benjen-Stark,Waymar-Royce,Undirected,563,3,78,759
Benjen-Stark,Yoren,Undirected,564,4,78,791
Beric-Dondarrion,Catelyn-Stark,Undirected,565,3,79,111
Beric-Dondarrion,Eddard-Stark,Undirected,566,3,79,190
Beric-Dondarrion,Gendry,Undirected,567,4,79,238
Beric-Dondarrion,Gregor-Clegane,Undirected,568,9,79,259
Beric-Dondarrion,Harwin,Undirected,569,7,79,294
Beric-Dondarrion,Jack-Bulwer,Undirected,570,4,79,333
Beric-Dondarrion,Jaime-Lannister,Undirected,571,7,79,337
Beric-Dondarrion,Joffrey-Baratheon,Undirected,572,3,79,355
Beric-Dondarrion,Lem,Undirected,573,14,79,400
Beric-Dondarrion,Loras-Tyrell,Undirected,574,5,79,412
Beric-Dondarrion,Mariya-Darry,Undirected,575,5,79,446
Beric-Dondarrion,Robert-Baratheon,Undirected,576,5,79,603
Beric-Dondarrion,Sandor-Clegane,Undirected,577,18,79,633
Beric-Dondarrion,Sansa-Stark,Undirected,578,4,79,634
Beric-Dondarrion,Thoros-of-Myr,Undirected,579,39,79,700
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,580,4,79,709
Beth-Cassel,Bran-Stark,Undirected,581,4,80,90
Beth-Cassel,Rodrik-Cassel,Undirected,582,4,80,608
Beth-Cassel,Theon-Greyjoy,Undirected,583,3,80,697
Big-Boil,Jon-Snow,Undirected,584,3,81,361
Big-Boil,Ygritte,Undirected,585,3,81,789
Biter,Brienne-of-Tarth,Undirected,586,5,82,96
Biter,Jaqen-Hghar,Undirected,587,12,82,340
Biter,Rorge,Undirected,588,17,82,620
Biter,Yoren,Undirected,589,3,82,791
Black-Balaq,Franklyn-Flowers,Undirected,590,3,83,219
Blane,Jeor-Mormont,Undirected,591,3,84,346
Bloodbeard,Daenerys-Targaryen,Undirected,592,3,85,149
Bloodbeard,Hizdahr-zo-Loraq,Undirected,593,5,85,304
Bloodbeard,Tattered-Prince,Undirected,594,3,85,692
Blue-Bard,Cersei-Lannister,Undirected,595,7,86,116
Blue-Bard,Lambert-Turnberry,Undirected,596,3,86,392
Blue-Bard,Margaery-Tyrell,Undirected,597,6,86,443
Blue-Bard,Qyburn,Undirected,598,4,86,568
Blue-Bard,Tallad,Undirected,599,3,86,688
Bonifer-Hasty,Jaime-Lannister,Undirected,600,4,87,337
Boros-Blount,Cersei-Lannister,Undirected,601,23,88,116
Boros-Blount,Gyles-Rosby,Undirected,602,5,88,273
Boros-Blount,Jaime-Lannister,Undirected,603,9,88,337
Boros-Blount,Joffrey-Baratheon,Undirected,604,14,88,355
Boros-Blount,Loras-Tyrell,Undirected,605,5,88,412
Boros-Blount,Meryn-Trant,Undirected,606,31,88,473
Boros-Blount,Osmund-Kettleblack,Undirected,607,8,88,520
Boros-Blount,Osney-Kettleblack,Undirected,608,3,88,521
Boros-Blount,Sansa-Stark,Undirected,609,14,88,634
Boros-Blount,Tanda-Stokeworth,Undirected,610,3,88,689
Boros-Blount,Tommen-Baratheon,Undirected,611,14,88,711
Boros-Blount,Tyrion-Lannister,Undirected,612,14,88,727
Bowen-Marsh,Cellador,Undirected,613,8,89,115
Bowen-Marsh,Cotter-Pyke,Undirected,614,3,89,140
Bowen-Marsh,Denys-Mallister,Undirected,615,5,89,164
Bowen-Marsh,Donal-Noye,Undirected,616,4,89,175
Bowen-Marsh,Eddison-Tollett,Undirected,617,12,89,191
Bowen-Marsh,Hobb,Undirected,618,3,89,305
Bowen-Marsh,Janos-Slynt,Undirected,619,10,89,339
Bowen-Marsh,Jeor-Mormont,Undirected,620,16,89,346
Bowen-Marsh,Jon-Snow,Undirected,621,60,89,361
Bowen-Marsh,Mance-Rayder,Undirected,622,5,89,440
Bowen-Marsh,Othell-Yarwyck,Undirected,623,28,89,524
Bowen-Marsh,Samwell-Tarly,Undirected,624,10,89,632
Bowen-Marsh,Satin,Undirected,625,3,89,636
Bowen-Marsh,Stannis-Baratheon,Undirected,626,3,89,668
Bowen-Marsh,Tormund,Undirected,627,5,89,716
Bowen-Marsh,Wick-Whittlestick,Undirected,628,5,89,766
Bran-Stark,Brynden-Rivers,Undirected,629,14,90,101
Bran-Stark,Catelyn-Stark,Undirected,630,24,90,111
Bran-Stark,Cersei-Lannister,Undirected,631,6,90,116
Bran-Stark,Chayle,Undirected,632,3,90,118
Bran-Stark,Cley-Cerwyn,Undirected,633,5,90,129
Bran-Stark,Coldhands,Undirected,634,10,90,133
Bran-Stark,Donella-Hornwood,Undirected,635,5,90,176
Bran-Stark,Eddard-Stark,Undirected,636,34,90,190
Bran-Stark,Hali,Undirected,637,3,90,282
Bran-Stark,Hallis-Mollen,Undirected,638,3,90,283
Bran-Stark,Hayhead,Undirected,639,6,90,297
Bran-Stark,Hodor,Undirected,640,209,90,307
Bran-Stark,Howland-Reed,Undirected,641,3,90,318
Bran-Stark,Hullen,Undirected,642,3,90,322
Bran-Stark,Jeor-Mormont,Undirected,643,4,90,346
Bran-Stark,Joffrey-Baratheon,Undirected,644,6,90,355
Bran-Stark,Jojen-Reed,Undirected,645,112,90,356
Bran-Stark,Jon-Arryn,Undirected,646,7,90,358
Bran-Stark,Jon-Snow,Undirected,647,90,90,361
Bran-Stark,Jon-Umber-(Greatjon),Undirected,648,3,90,362
Bran-Stark,Jory-Cassel,Undirected,649,11,90,369
Bran-Stark,Joseth,Undirected,650,4,90,370
Bran-Stark,Leaf,Undirected,651,5,90,398
Bran-Stark,Luwin,Undirected,652,116,90,420
Bran-Stark,Meera-Reed,Undirected,653,123,90,461
Bran-Stark,Mikken,Undirected,654,11,90,475
Bran-Stark,Nan,Undirected,655,38,90,502
Bran-Stark,Osha,Undirected,656,42,90,519
Bran-Stark,Petyr-Baelish,Undirected,657,3,90,539
Bran-Stark,Poxy-Tym,Undirected,658,3,90,547
Bran-Stark,Ramsay-Snow,Undirected,659,7,90,574
Bran-Stark,Reek,Undirected,660,3,90,584
Bran-Stark,Renly-Baratheon,Undirected,661,3,90,585
Bran-Stark,Rickard-Karstark,Undirected,662,4,90,597
Bran-Stark,Rickard-Stark,Undirected,663,4,90,598
Bran-Stark,Rickon-Stark,Undirected,664,129,90,599
Bran-Stark,Robb-Stark,Undirected,665,169,90,601
Bran-Stark,Robert-Baratheon,Undirected,666,11,90,603
Bran-Stark,Rodrik-Cassel,Undirected,667,40,90,608
Bran-Stark,Samwell-Tarly,Undirected,668,11,90,632
Bran-Stark,Sansa-Stark,Undirected,669,25,90,634
Bran-Stark,Stafford-Lannister,Undirected,670,3,90,667
Bran-Stark,Stiv,Undirected,671,4,90,673
Bran-Stark,Theon-Greyjoy,Undirected,672,64,90,697
Bran-Stark,Tommen-Baratheon,Undirected,673,8,90,711
Bran-Stark,Tyrion-Lannister,Undirected,674,31,90,727
Bran-Stark,Walder-Frey-(son-of-Jammos),Undirected,675,5,90,753
Bran-Stark,Walder-Frey-(son-of-Merrett),Undirected,676,12,90,754
Bran-Stark,Wyman-Manderly,Undirected,677,6,90,782
Bran-Stark,Yoren,Undirected,678,3,90,791
Brandon-Norrey,Jon-Snow,Undirected,679,3,91,361
Brandon-Norrey,Torghen-Flint,Undirected,680,3,91,714
Brandon-Stark,Eddard-Stark,Undirected,681,19,92,190
Brandon-Stark,Lyanna-Stark,Undirected,682,4,92,422
Brandon-Stark,Petyr-Baelish,Undirected,683,14,92,539
Brandon-Stark,Rickard-Stark,Undirected,684,3,92,598
Brandon-Stark,Rickon-Stark,Undirected,685,3,92,599
Brandon-Stark,Robb-Stark,Undirected,686,3,92,601
Brandon-Stark,Robert-Baratheon,Undirected,687,5,92,603
Brea,Brusco,Undirected,688,6,93,99
Brea,Talea,Undirected,689,4,93,687
Brella,Sansa-Stark,Undirected,690,8,94,634
Brella,Shae,Undirected,691,4,94,645
Brenett,Catelyn-Stark,Undirected,692,3,95,111
Brienne-of-Tarth,Catelyn-Stark,Undirected,693,53,96,111
Brienne-of-Tarth,Cersei-Lannister,Undirected,694,8,96,116
Brienne-of-Tarth,Clarence-Crabb,Undirected,695,4,96,123
Brienne-of-Tarth,Cleos-Frey,Undirected,696,12,96,127
Brienne-of-Tarth,Creighton-Longbough,Undirected,697,8,96,142
Brienne-of-Tarth,Dick-Crabb,Undirected,698,21,96,169
Brienne-of-Tarth,Dontos-Hollard,Undirected,699,7,96,178
Brienne-of-Tarth,Edmure-Tully,Undirected,700,3,96,192
Brienne-of-Tarth,Elder-Brother,Undirected,701,4,96,196
Brienne-of-Tarth,Elmar-Frey,Undirected,702,6,96,201
Brienne-of-Tarth,Emmon-Cuy,Undirected,703,8,96,204
Brienne-of-Tarth,Gendry,Undirected,704,6,96,238
Brienne-of-Tarth,Hyle-Hunt,Undirected,705,17,96,325
Brienne-of-Tarth,Illifer,Undirected,706,8,96,326
Brienne-of-Tarth,Jaime-Lannister,Undirected,707,111,96,337
Brienne-of-Tarth,Jeyne-Heddle,Undirected,708,4,96,348
Brienne-of-Tarth,Joffrey-Baratheon,Undirected,709,4,96,355
Brienne-of-Tarth,Loras-Tyrell,Undirected,710,6,96,412
Brienne-of-Tarth,Lysa-Arryn,Undirected,711,3,96,427
Brienne-of-Tarth,Meribald,Undirected,712,17,96,468
Brienne-of-Tarth,Narbert,Undirected,713,6,96,503
Brienne-of-Tarth,Podrick-Payne,Undirected,714,36,96,542
Brienne-of-Tarth,Pyg,Undirected,715,4,96,554
Brienne-of-Tarth,Qyburn,Undirected,716,3,96,568
Brienne-of-Tarth,Randyll-Tarly,Undirected,717,8,96,575
Brienne-of-Tarth,Renly-Baratheon,Undirected,718,37,96,585
Brienne-of-Tarth,Robar-Royce,Undirected,719,3,96,600
Brienne-of-Tarth,Robb-Stark,Undirected,720,5,96,601
Brienne-of-Tarth,Robert-Baratheon,Undirected,721,3,96,603
Brienne-of-Tarth,Roose-Bolton,Undirected,722,11,96,618
Brienne-of-Tarth,Sandor-Clegane,Undirected,723,12,96,633
Brienne-of-Tarth,Sansa-Stark,Undirected,724,24,96,634
Brienne-of-Tarth,Selwyn-Tarth,Undirected,725,4,96,640
Brienne-of-Tarth,Shagwell,Undirected,726,9,96,647
Brienne-of-Tarth,Stannis-Baratheon,Undirected,727,5,96,668
Brienne-of-Tarth,Timeon,Undirected,728,5,96,702
Brienne-of-Tarth,Tommen-Baratheon,Undirected,729,3,96,711
Brienne-of-Tarth,Tyrion-Lannister,Undirected,730,7,96,727
Brienne-of-Tarth,Tywin-Lannister,Undirected,731,3,96,730
Brienne-of-Tarth,Vargo-Hoat,Undirected,732,4,96,741
Brienne-of-Tarth,Vyman,Undirected,733,3,96,749
Brienne-of-Tarth,Walton,Undirected,734,3,96,757
Brienne-of-Tarth,Willow-Heddle,Undirected,735,5,96,774
Bronn,Catelyn-Stark,Undirected,736,6,97,111
Bronn,Cersei-Lannister,Undirected,737,23,97,116
Bronn,Chiggen,Undirected,738,8,97,121
Bronn,Falyse-Stokeworth,Undirected,739,3,97,214
Bronn,Gregor-Clegane,Undirected,740,4,97,259
Bronn,Jacelyn-Bywater,Undirected,741,7,97,331
Bronn,Joffrey-Baratheon,Undirected,742,12,97,355
Bronn,Lollys-Stokeworth,Undirected,743,7,97,409
Bronn,Mandon-Moore,Undirected,744,8,97,441
Bronn,Marillion,Undirected,745,4,97,445
Bronn,Oberyn-Martell,Undirected,746,4,97,511
Bronn,Podrick-Payne,Undirected,747,20,97,542
Bronn,Rodrik-Cassel,Undirected,748,4,97,608
Bronn,Shae,Undirected,749,3,97,645
Bronn,Shagga,Undirected,750,3,97,646
Bronn,Stannis-Baratheon,Undirected,751,3,97,668
Bronn,Timett,Undirected,752,5,97,703
Bronn,Tommen-Baratheon,Undirected,753,7,97,711
Bronn,Tyrion-Lannister,Undirected,754,137,97,727
Bronn,Tywin-Lannister,Undirected,755,7,97,730
Bronn,Vardis-Egen,Undirected,756,11,97,740
Bronn,Varys,Undirected,757,12,97,743
Bronn,Willis-Wode,Undirected,758,5,97,773
Brus-Buckler,Malegorn,Undirected,759,6,98,438
Brus-Buckler,Narbert-Grandison,Undirected,760,4,98,504
Brus-Buckler,Selyse-Florent,Undirected,761,5,98,641
Bryce-Caron,Cortnay-Penrose,Undirected,762,3,100,139
Bryce-Caron,Eldon-Estermont,Undirected,763,3,100,197
Bryce-Caron,Guyard-Morrigen,Undirected,764,5,100,271
Bryce-Caron,Renly-Baratheon,Undirected,765,7,100,585
Bryce-Caron,Stannis-Baratheon,Undirected,766,3,100,668
Brynden-Rivers,Meera-Reed,Undirected,767,3,101,461
Brynden-Tully,Catelyn-Stark,Undirected,768,29,102,111
Brynden-Tully,Daven-Lannister,Undirected,769,3,102,160
Brynden-Tully,Edmure-Tully,Undirected,770,24,102,192
Brynden-Tully,Edwyn-Frey,Undirected,771,3,102,194
Brynden-Tully,Emmon-Frey,Undirected,772,7,102,205
Brynden-Tully,Hoster-Tully,Undirected,773,5,102,314
Brynden-Tully,Jaime-Lannister,Undirected,774,29,102,337
Brynden-Tully,Lyle-Crakehall,Undirected,775,4,102,423
Brynden-Tully,Lysa-Arryn,Undirected,776,10,102,427
Brynden-Tully,Nestor-Royce,Undirected,777,3,102,505
Brynden-Tully,Rickard-Karstark,Undirected,778,4,102,597
Brynden-Tully,Robb-Stark,Undirected,779,27,102,601
Brynden-Tully,Ryman-Frey,Undirected,780,3,102,629
Brynden-Tully,Theon-Greyjoy,Undirected,781,6,102,697
Brynden-Tully,Tyrion-Lannister,Undirected,782,4,102,727
Brynden-Tully,Tywin-Lannister,Undirected,783,10,102,730
Brynden-Tully,Walder-Frey,Undirected,784,7,102,752
Bump,Varamyr,Undirected,785,5,103,739
Butterbumps,Olenna-Redwyne,Undirected,786,4,104,514
Butterbumps,Sansa-Stark,Undirected,787,6,104,634
Byam-Flint,Craster,Undirected,788,3,105,141
Caggo,Gerris-Drinkwater,Undirected,789,3,106,245
Caggo,Lucifer-Long,Undirected,790,3,106,418
Caggo,Meris,Undirected,791,7,106,469
Caggo,Quentyn-Martell,Undirected,792,7,106,565
Caggo,Tattered-Prince,Undirected,793,4,106,692
Caleotte,Doran-Martell,Undirected,794,11,107,179
Caleotte,Gregor-Clegane,Undirected,795,4,107,259
Caleotte,Obara-Sand,Undirected,796,5,107,510
Camarron,Spotted-Cat,Undirected,797,3,108,664
Captain-Myraham,Theon-Greyjoy,Undirected,798,4,109,697
Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,799,3,110,697
Catelyn-Stark,Cersei-Lannister,Undirected,800,30,111,116
Catelyn-Stark,Cleos-Frey,Undirected,801,9,111,127
Catelyn-Stark,Colemon,Undirected,802,3,111,134
Catelyn-Stark,Colen-of-Greenpools,Undirected,803,6,111,135
Catelyn-Stark,Dacey-Mormont,Undirected,804,5,111,147
Catelyn-Stark,Desmond-Grell,Undirected,805,9,111,167
Catelyn-Stark,Donnel-Waynwood,Undirected,806,3,111,177
Catelyn-Stark,Eddard-Stark,Undirected,807,88,111,190
Catelyn-Stark,Edmure-Tully,Undirected,808,42,111,192
Catelyn-Stark,Elmar-Frey,Undirected,809,5,111,201
Catelyn-Stark,Eon-Hunter,Undirected,810,3,111,208
Catelyn-Stark,Hallis-Mollen,Undirected,811,16,111,283
Catelyn-Stark,Hoster-Tully,Undirected,812,27,111,314
Catelyn-Stark,Hyle-Hunt,Undirected,813,3,111,325
Catelyn-Stark,Jaime-Lannister,Undirected,814,59,111,337
Catelyn-Stark,Jason-Mallister,Undirected,815,5,111,345
Catelyn-Stark,Jeyne-Westerling,Undirected,816,13,111,350
Catelyn-Stark,Joffrey-Baratheon,Undirected,817,11,111,355
Catelyn-Stark,Jon-Arryn,Undirected,818,11,111,358
Catelyn-Stark,Jon-Snow,Undirected,819,14,111,361
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,820,14,111,362
Catelyn-Stark,Loras-Tyrell,Undirected,821,6,111,412
Catelyn-Stark,Lothar-Frey,Undirected,822,3,111,415
Catelyn-Stark,Luwin,Undirected,823,14,111,420
Catelyn-Stark,Lysa-Arryn,Undirected,824,55,111,427
Catelyn-Stark,Maege-Mormont,Undirected,825,6,111,432
Catelyn-Stark,Margaery-Tyrell,Undirected,826,4,111,443
Catelyn-Stark,Marillion,Undirected,827,6,111,445
Catelyn-Stark,Marq-Piper,Undirected,828,3,111,450
Catelyn-Stark,Masha-Heddle,Undirected,829,5,111,456
Catelyn-Stark,Mathis-Rowan,Undirected,830,3,111,457
Catelyn-Stark,Moreo-Tumitis,Undirected,831,3,111,486
Catelyn-Stark,Mya-Stone,Undirected,832,9,111,495
Catelyn-Stark,Mychel-Redfort,Undirected,833,3,111,497
Catelyn-Stark,Nestor-Royce,Undirected,834,3,111,505
Catelyn-Stark,Petyr-Baelish,Undirected,835,31,111,539
Catelyn-Stark,Randyll-Tarly,Undirected,836,6,111,575
Catelyn-Stark,Raynald-Westerling,Undirected,837,5,111,581
Catelyn-Stark,Renly-Baratheon,Undirected,838,55,111,585
Catelyn-Stark,Rickard-Karstark,Undirected,839,12,111,597
Catelyn-Stark,Rickon-Stark,Undirected,840,6,111,599
Catelyn-Stark,Robar-Royce,Undirected,841,7,111,600
Catelyn-Stark,Robb-Stark,Undirected,842,128,111,601
Catelyn-Stark,Robert-Arryn,Undirected,843,3,111,602
Catelyn-Stark,Robert-Baratheon,Undirected,844,27,111,603
Catelyn-Stark,Robin-Ryger,Undirected,845,3,111,607
Catelyn-Stark,Rodrik-Cassel,Undirected,846,28,111,608
Catelyn-Stark,Roose-Bolton,Undirected,847,10,111,618
Catelyn-Stark,Roslin-Frey,Undirected,848,7,111,623
Catelyn-Stark,Ryman-Frey,Undirected,849,6,111,629
Catelyn-Stark,Sansa-Stark,Undirected,850,32,111,634
Catelyn-Stark,Stafford-Lannister,Undirected,851,3,111,667
Catelyn-Stark,Stannis-Baratheon,Undirected,852,24,111,668
Catelyn-Stark,Stevron-Frey,Undirected,853,5,111,672
Catelyn-Stark,Tansy,Undirected,854,8,111,690
Catelyn-Stark,Theon-Greyjoy,Undirected,855,14,111,697
Catelyn-Stark,Tyrion-Lannister,Undirected,856,69,111,727
Catelyn-Stark,Tytos-Blackwood,Undirected,857,4,111,729
Catelyn-Stark,Tywin-Lannister,Undirected,858,21,111,730
Catelyn-Stark,Utherydes-Wayn,Undirected,859,3,111,737
Catelyn-Stark,Vardis-Egen,Undirected,860,5,111,740
Catelyn-Stark,Varys,Undirected,861,10,111,743
Catelyn-Stark,Vyman,Undirected,862,13,111,749
Catelyn-Stark,Walder-Frey,Undirected,863,38,111,752
Catelyn-Stark,Wendel-Manderly,Undirected,864,10,111,763
Catelyn-Stark,Willis-Wode,Undirected,865,5,111,773
Cayn,Eddard-Stark,Undirected,866,7,112,190
Cayn,Renly-Baratheon,Undirected,867,3,112,585
Cayn,Tomard,Undirected,868,6,112,710
Cedra,Garin-(orphan),Undirected,869,5,113,228
Cedric-Payne,Podrick-Payne,Undirected,870,3,114,542
Cellador,Clydas,Undirected,871,3,115,131
Cellador,Jon-Snow,Undirected,872,3,115,361
Cellador,Othell-Yarwyck,Undirected,873,8,115,524
Cersei-Lannister,Chiswyck,Undirected,874,3,116,122
Cersei-Lannister,Cleos-Frey,Undirected,875,6,116,127
Cersei-Lannister,Daenerys-Targaryen,Undirected,876,3,116,149
Cersei-Lannister,Doran-Martell,Undirected,877,3,116,179
Cersei-Lannister,Dorcas,Undirected,878,18,116,180
Cersei-Lannister,Dunsen,Undirected,879,16,116,186
Cersei-Lannister,Eddard-Stark,Undirected,880,91,116,190
Cersei-Lannister,Elia-Martell,Undirected,881,4,116,198
Cersei-Lannister,Ellaria-Sand,Undirected,882,4,116,200
Cersei-Lannister,Falyse-Stokeworth,Undirected,883,14,116,214
Cersei-Lannister,Garlan-Tyrell,Undirected,884,3,116,230
Cersei-Lannister,Garth-Tyrell,Undirected,885,3,116,234
